1,0
2,1,69.01135295761054,112.32227668706982,118.4878977979834,#767045
3,0
4,1,75.68597821053402,118.76163201637866,114.43364449535694,#72764b
5,1,72.10231507359791,123.21755636295882,124.24967393329607,#7c7b48
6,1,71.3349833135485,131.10462069119987,130.58153963312205,#828347
7,1,71.72376581493425,133.65535847184321,128.72643264698587,#808547
8,0
9,1,82.78235589502339,124.39183867642784,117.5739884240294,#757c52
10,1,68.48743676222597,103.9026981450253,97.96349072512648,#616744
11,0
12,1,67.43140816452188,121.67902222769534,112.7822794162921,#707943
13,1,77.97564827317878,137.89883963106217,125.52342480488865,#7d894d
14,1,68.05545649072754,134.1832798383262,124.1461305278174,#7c8644
15,1,81.64164999655101,137.51801522154008,127.92515692901979,#7f8951
16,1,71.03712823171126,142.76319142962052,137.32115164474394,#898e47
17,1,66.66091898193122,131.33587526714592,114.77518457353798,#728342
18,1,69.53417492441129,135.9539846836309,131.34179338350512,#838745
19,1,62.21369658915554,127.55821316447613,117.42404086628,#757f3e
20,1,71.58373830640262,122.76804155023692,112.89803790547928,#707a47
21,0
22,1,65.71231394426142,122.57118811166951,105.45713804794768,#697a41
23,1,67.95364254611282,120.0336366749841,106.47299280786731,#6a7843
24,1,67.94533547458653,142.8975326923478,131.23966045842283,#838e43
25,1,63.94234578864677,137.78914771045382,124.63469726984994,#7c893f
26,1,72.54101478087993,130.96961708012793,138.7563315757628,#8a8248
27,1,69.13855495835556,137.3387765149961,134.594961637878,#868945
28,1,76.8044375217485,139.05415168436926,156.7384380851381,#9c8b4c
29,0
30,1,62.54600064766839,131.64875323834198,108.34515867875648,#6c833e
31,1,62.87297496318115,110.72885545970966,106.67833473595624,#6a6e3e
32,1,61.153988699743834,117.63802845048417,130.2289664444162,#82753d
33,1,64.42073522345027,115.4909658817876,120.64514656415184,#787340
34,1,66.2533092270937,123.95417662125223,116.49200404640452,#747b42
35,1,65.97306467828419,125.89979892761394,111.95609919571045,#6f7d41
36,1,69.93572232042423,132.95409502383632,130.172371310729,#828445
37,1,70.045780224753,120.80511350780601,111.82283731804812,#6f7846
38,1,72.24863623313236,111.85036845631161,109.80488563498899,#6d6f48
39,1,65.40958510915891,119.10517961207272,118.8851656953988,#767741
40,1,66.51232644768032,125.13413477819167,124.3268879105994,#7c7d42
41,1,63.114372749930766,108.46901135419552,115.45350318471337,#736c3f
42,1,60.553228654791155,113.79952395577395,117.58136901105651,#75713c
43,0
44,1,68.48275791456771,129.971474792153,117.72574435843879,#758144
45,1,72.08122420372246,126.93590841834748,130.68146951172028,#827e48
46,1,68.14257767306843,121.10919455604872,109.97246471318286,#6d7944
47,1,67.82354553697573,126.817156232208,137.93834215465068,#897e43
48,1,58.28441410693971,124.34024513276236,127.12827612853371,#7f7c3a
49,0
50,1,65.56090167120094,109.94145355616013,125.07897396035756,#7d6d41
51,1,58.72086913299723,110.74740230538,109.72882198395229,#6d6e3a
52,1,72.81672805940478,119.02806525171023,109.80178915979653,#6d7748
53,1,69.9897437330576,127.52446692563508,123.72380739457284,#7b7f45
54,1,69.22870412102448,122.45660480884169,127.58566361623328,#7f7a45
55,0
56,0
57,1,79.56274198240942,111.3517221314594,87.97954479332185,#576f4f
58,1,60.08839951251311,120.5426125896324,120.14057761528214,#78783c
59,0
60,0
